time,ts_utc,ts_et,open,high,low,close
1754395200,2025-08-05 12:00:00+00:00,2025-08-05 08:00:00,23383.75,23404.25,23374.25,23400.5
1754396100,2025-08-05 12:15:00+00:00,2025-08-05 08:15:00,23400.5,23402.0,23343.0,23369.75
1754397000,2025-08-05 12:30:00+00:00,2025-08-05 08:30:00,23370.25,23375.5,23352.25,23372.5
1754397900,2025-08-05 12:45:00+00:00,2025-08-05 08:45:00,23372.25,23381.5,23356.0,23361.25
1754398800,2025-08-05 13:00:00+00:00,2025-08-05 09:00:00,23361.25,23372.0,23343.75,23349.5
1754399700,2025-08-05 13:15:00+00:00,2025-08-05 09:15:00,23349.25,23369.0,23337.25,23348.5
1754400600,2025-08-05 13:30:00+00:00,2025-08-05 09:30:00,23348.75,23366.75,23303.5,23357.5
1754401500,2025-08-05 13:45:00+00:00,2025-08-05 09:45:00,23357.75,23397.25,23354.25,23378.0
1754402400,2025-08-05 14:00:00+00:00,2025-08-05 10:00:00,23345.0,23362.25,23306.75,23313.25
1754403300,2025-08-05 14:15:00+00:00,2025-08-05 10:15:00,23313.5,23324.5,23262.0,23289.75
1754404200,2025-08-05 14:30:00+00:00,2025-08-05 10:30:00,23289.75,23291.5,23177.5,23187.5
1754405100,2025-08-05 14:45:00+00:00,2025-08-05 10:45:00,23187.5,23188.5,23138.75,23181.75
